id,Ad date,Address,Air conditioning,Balcony,Bathrooms,Unnamed: 6,Condition,Floor,Floor area,Furniture,Garage,Garden,Heating,Kitchen,Lift,Monthly charges,Price,Property type,Ref.,Rental income,Rooms,Terrace,Total floors,Zone
f9bac32177c24d44afdb9277ae607fcb,31/07/2019,"Via Alessandro Cruto 18, Torino",,Yes,1,,excellent/refurbished,1,82m²,Unfurnished,no,Nothing,Communal,Small kitchen,,,99,whole estate,7741,,2,,3.0,"Regio Parco, Vanchiglia, Vanchiglietta"
fc326e3f671340deb24e4e37bfdfb2fe,4/6/2019,"Via Boston,  Torino",,Yes,2,,nuovo / in costruzione,1,98m²,Unfurnished,1 car,Shared,Autonomous,Livable,Yes,,269,whole estate,Alloggi nuova costruzione zona Santa Rita,,3,Yes,6.0,"Santa Rita, Mirafiori Nord"
06a598d8a3884ad08f820bfeec31c6a6,4/4/2019,"Via Lauro Rossi 67, Torino",,Yes,1,,buono / abitabile,3,48m²,Unfurnished,no,Nothing,Communal,Livable,,50 € mensili,29.9,whole estate,l.rossi34900,,2,,4.0,"Aurora, Barriera di Milano, Rebaudengo"
0e1c11150a2b4f86bb47379c02e323be,31/07/2019,"Via Osvaldo Alasonatti 6, Torino",,Yes,1,,buono / abitabile,5,93m²,Unfurnished,no,Nothing,Communal,Livable,Yes,75 € mensili,139,whole estate,ala6,,3,,7.0,"Campidoglio, San Donato, Cit Turin"
4e8d916726a643f2a62042bc97a6a096,29/07/2019,"via G. Reni, 215,  Torino",,,1,,to be refurbished,1,45m²,,,,Communal,,Yes,50 € mensili,67,whole estate,21341082-13,,2,,8.0,"Santa Rita, Mirafiori Nord"
e7add263e9ff4bf08b0578af058dd8d7,1/7/2019,"Corso Caio Plinio 34BIS, Torino",,Yes,1,,buono / abitabile,3,55m²,Unfurnished,,,Communal,Livable,Yes,50 € mensili,55,whole estate,CAIO PLINIO,,2,,5.0,"Santa Rita, Mirafiori Nord"
470b663359d647069ca70c48478e6c93,4/8/2019,"CORSO TRAPANI,  Torino",,Yes,1,,nuovo / in costruzione,3,85m²,,,,Communal,,,,154,whole estate,190624_id_4807,,3,,5.0,"Borgo San Paolo, Cenisia"
8c7d89e15906427bb0985268d56f291e,4/8/2019,"VIA LUGARO,  Torino",,Yes,1,,nuovo / in costruzione,4,85m²,,,,Communal,,Yes,,214,whole estate,190804_id_6233,,3,,6.0,
87f25eda75fc437a8b518c3b657ea8ca,21/03/2019,"Via Arbe, 22,  Torino",,Yes,1,,buono / abitabile,4,55m²,Unfurnished,no,Nothing,Communal,Livable,Yes,,75,,20551164-432,,2,,6.0,"Santa Rita, Mirafiori Nord"
888b3bc2b90e454aac1d0d34abf64f47,7/6/2019,"Corso Duca degli Abruzzi 71, Torino",,Yes,2,,to be refurbished,4,230m²,Unfurnished,no,Shared,Communal,Livable,Yes,312 € mensili,640,whole estate,ANT 01831,,5,,8.0,"Crocetta, San Secondo"
20df2d6c06604b9d8b641c5861d9f5ac,30/07/2019,"via bruino, 9,  Torino",,Yes,2,,to be refurbished,3,111m²,,1 car,,Communal,Livable,Yes,140 € mensili,299,whole estate,V000500.10040,,4,,5.0,"Campidoglio, San Donato, Cit Turin"
bc0023447038437eba329475806ebfc6,11/5/2019,"Via Invorio, 4,  Torino",,Yes,1,,,raised floor,75m²,Unfurnished,no,Nothing,Communal,Livable,,,92,whole estate,21999414,,3,,5.0,"Pozzo Strada, Parella"
c61f45bf050741d3a3adae9e653f8b09,6/7/2019,"via San Donato 57,  Torino",,Yes,1,,buono / abitabile,7,105m²,Unfurnished,no,Shared,Communal,Livable,Yes,,178,whole estate,Via San Donato (2319467),,3,,8.0,
1be07bac9e5c42f39c46afc8e8668f47,5/8/2019,"via Monte Rosa  129,  Torino",,,1,,buono / abitabile,3,80m²,Furnished,,,Communal,Kitchenette,,100 € mensili,109,whole estate,-2387547,,3,,4.0,
ee25fe2056214c06ab2ec18a5641ec5c,30/07/2019,"via DON MURIALDO  48,  Torino",,Yes,1,,excellent/refurbished,1,75m²,Partly Furnished,,Shared,Communal,Livable,Yes,60 € mensili,105,,7LUG TRILO DON MURIALDO (2555726),,3,Yes,5.0,"Pozzo Strada, Parella"
fda89d6bd34f4c949b04400d84e8dcc1,6/8/2019,"Via Gradisca,  Torino",,Yes,1,,excellent/refurbished,last floor,86m²,Partly Furnished,,,Communal,Livable,,,118,whole estate,RV190801,Yes,3,,4.0,"Santa Rita, Mirafiori Nord"
189c6d9fa5b544369a503ffcd3b2e20a,22/07/2019,"Via Aosta 31, Torino",,,1,,,,59m²,,,,,Livable,,,31.5,whole estate,,,3,,,"Aurora, Barriera di Milano, Rebaudengo"
223fc77e097b4469b4ee2922eef08457,3/6/2019,"piazza BOZZOLO 10,  Torino",,Yes,1,,,last floor,65m²,Furnished,no,Nothing,,A vista,Yes,,185,whole estate,-2487183,,3,,5.0,"Lingotto, Nizza Millefonti"
d4b1c28d7e6441c3ad0543b8bb0945a9,10/8/2019,"Via San Secondo,  Torino",,Yes,3,,buono / abitabile,raised floor,208m²,,no,,Communal,Livable,,,498,whole estate,8981,,>5,,2.0,"Crocetta, San Secondo"
a2137776e9e1484885c7c18056893ba8,12/12/2018,"Strada Guido Volante, 132,  Torino",,,3,,excellent/refurbished,,200m²,Unfurnished,1 car,Owner,Autonomous,Livable,,250 € mensili,570,whole estate,12.6547,,>5,Yes,1.0,
5f4ca56acd9c4127b60d45b10ca271c4,19/06/2019,"Via Onorato Vigliani 25/16, Torino",,Yes,1,,excellent/refurbished,6,75m²,Furnished,,Shared,Communal,Kitchenette,Yes,91 € mensili,110,whole estate,40182371,,3,,14.0,Mirafiori Sud
5dec398b82d342c8b14f91358443033d,28/06/2019,"corso racconigi,  Torino",,Yes,1,,,4,64m²,,,,Autonomous,,Yes,,125,,40134095,Yes,2,,7.0,"Borgo San Paolo, Cenisia"
94f94f8019824ae2bfdfb9950fc9c564,24/07/2019,"Via San Bernardino,  Torino",,,1,,nuovo / in costruzione,1,90m²,Unfurnished,no,Shared,Communal,Kitchenette,,50 € mensili,220,whole estate,560,,3,Yes,2.0,"Borgo San Paolo, Cenisia"
2dd1c42fe16e4c3e8467213b1e080a34,25/06/2019,"via via Mercanti  9,  Torino",Yes,Yes,2,,buono / abitabile,Ground floor,100m²,Furnished,no,Nothing,Autonomous,A vista,,88 € mensili,305,whole estate,Via Mercanti 9 (2443262),Yes,4,,4.0,
cae15a6ad3134cf8b8afca6626fe24e9,10/8/2019,"Corso Trapani,  Torino",,Yes,1,,to be refurbished,last floor,52m²,Unfurnished,no,Nothing,Communal,Livable,Yes,82 € mensili,62,whole estate,40203715,,2,,5.0,
6df0820df0f14185b96c040aaa31f533,10/7/2019,"Via Cigliano 29, Torino",,,2,,nuovo / in costruzione,6,128m²,Unfurnished,,Shared,Communal,A vista,Yes,65 € mensili,395,whole estate,,,5,Yes,6.0,"Regio Parco, Vanchiglia, Vanchiglietta"
0ebfd310aac14e379630f6b31fa5aa83,10/7/2019,"Via Alessandro Scarlatti 23, Torino",,,1,,,,50m²,,,,,Livable,,,12.975,whole estate,,,2,,,"Aurora, Barriera di Milano, Rebaudengo"
33967b14b86341748daa794c6b29e64e,27/06/2019,"via Artisti,  Torino",,Yes,2,,excellent/refurbished,3,110m²,,,Nothing,Autonomous,,Yes,,328,,M30 (2532556),,4,,5.0,
c3b2c1a0b3ea4eb88a2e8677e9931e08,1/7/2019,"corso Bramante,  Torino",Yes,Yes,1,,excellent/refurbished,1,103m²,,no,Nothing,Communal,Kitchenette,Yes,56 € mensili,179,,Bramante (2344398),,3,,7.0,
4f0d023e125549ac9a9759f33baf3aea,8/7/2019,"Via Chivasso 8, Torino",,,1,,excellent/refurbished,raised floor,45m²,,,,,Livable,Yes,,62,whole estate,chivasso8,,2,Yes,8.0,"Aurora, Barriera di Milano, Rebaudengo"
2806797a0c1e4f83bda1f19de0d37ef0,2/8/2019,"via bongiovanni, 26,  Torino",,Yes,1,,to be refurbished,4,78m²,Unfurnished,no,Nothing,Communal,Small kitchen,Yes,74 € mensili,75,whole estate,40058489,,3,,5.0,"Borgo Vittoria, Parco Dora"
08aad61a18394874b31818ab3110ed6d,19/02/2019,"Piazza Giambattista Bodoni 7, Torino",,Yes,1,,,3,90m²,,,Nothing,Communal,Kitchenette,Yes,100 € mensili,490,whole estate,,,2,,4.0,
f4e3cafcc05e41ddbbc2c58614903dc9,1/3/2019,"Via Febo,  Torino",,Yes,3,,excellent/refurbished,3,160m²,Unfurnished,1 car,Shared,Communal,Livable,,,580,whole estate,888,,5,,4.0,"Cavoretto, Gran Madre"
64c7a342adbe407dbe8c20c088b33f50,17/06/2019,"Via Lesegno 52, Torino",,Yes,1,,buono / abitabile,6,65m²,Unfurnished,,,None,Small kitchen,Yes,50 € mensili,67,whole estate,,,3,,6.0,"Santa Rita, Mirafiori Nord"
524b9894e25242429209feb454e797f3,21/06/2019,"Via Chiesa della Salute,  Torino",,Yes,2,,excellent/refurbished,2,130m²,Unfurnished,no,Nothing,Autonomous,Livable,,83 € mensili,185,whole estate,21858730,,5,,5.0,
35386ac851d6477dbf82114bed3ed92c,21/06/2019,"Corso Guglielmo Marconi 4, Torino",,,1,,excellent/refurbished,5,40m²,Unfurnished,no,Nothing,Autonomous,Kitchenette,,20 € mensili,59,whole estate,Largo marconi 59,,1,,5.0,San Salvario
42e605795d4949269f2ac68789a719ab,4/8/2019,"VIA PASSO BUOLE,  Torino",,Yes,1,,nuovo / in costruzione,1,84m²,,,,Autonomous,,,,168,whole estate,190609_id_5885,,4,,4.0,"Santa Rita, Mirafiori Nord"
cdb40d86a65e4a678135ac443ab8db41,4/8/2019,"CORSO SAN MARTINO,  Torino",,Yes,3,,nuovo / in costruzione,2,245m²,,,,Communal,,Yes,,820,whole estate,190526_id_5701,,5,,4.0,
9bff25ab64d146ea91b4b1de5ad6096d,10/8/2019,"Via Ivrea, 29,  Torino",,Yes,1,,buono / abitabile,3,85m²,,,Shared,Communal,Livable,Yes,75 € mensili,115,whole estate,604,,4,,6.0,"Barriera di Lanzo, Falchera, Barca, Bertolla"
bad7f9e67f9b46d2a4d755385a820988,9/7/2019,"Via del Carmine 1, Torino",,Yes,2,,buono / abitabile,4,188m²,Furnished,no,,Autonomous,Livable,Yes,166 € mensili,415,whole estate,21341,,>5,,4.0,Centro
5b9283a41640434fa683690043d203db,5/8/2019,"Via Monesiglio 28, Torino",,Yes,1,,excellent/refurbished,3,50m²,,no,,Communal,Livable,,50 € mensili,87.5,whole estate,,,1,,,"Santa Rita, Mirafiori Nord"
dc9d7b2a75e04375a910e0abf2a98816,2/8/2019,"Via Conte di Roccavione 28, Torino",,Yes,1,,buono / abitabile,3,47m²,Unfurnished,no,Nothing,Communal,Livable,Yes,50 € mensili,52,whole estate,Bilocale Via Roccavione/Via Saorgio,,2,,5.0,"Borgo Vittoria, Parco Dora"
86bd22989b7040de8fc0660dadfa04f9,13/06/2019,"Via delle Pervinche 50, Torino",,Yes,1,,,3,75m²,,,Nothing,,Livable,Yes,,68,whole estate,PERVINCHE 68000,,3,,6.0,"Le Vallette, Lucento, Madonna di Campagna"
90d1ab829f0a473a876d91284182ad5c,21/05/2019,"via monteponi,  Torino",Yes,Yes,1,,excellent/refurbished,4,55m²,Unfurnished,no,Nothing,Communal,,Yes,54 € mensili,69,whole estate,40145237,,2,,5.0,
9f44c1d875014665b8e48d0abd966e09,29/07/2019,"via Po 2,  Torino",,Yes,1,,excellent/refurbished,3,68m²,,no,Nothing,Autonomous,A vista,Yes,,265,whole estate,po (2565966),,2,,5.0,
ffe829613fdf4b6ca65577abdfa3f174,10/8/2019,"Via Martiniana,  Torino",,Yes,1,,buono / abitabile,2,60m²,,no,,Communal,,,87 € mensili,85,whole estate,8612,,3,,3.0,"Borgo San Paolo, Cenisia"
82b6c27d5bf94da4ada9c635e342d0c9,24/06/2019,"via Asiago,  Torino",Yes,Yes,2,,excellent/refurbished,1,91m²,Unfurnished,1 car,Shared,Autonomous,Livable,Yes,100 € mensili,205,whole estate,0102APPRIETI (2425917),,4,,6.0,
83f188b44d94454e80edea9f460dc4dd,24/07/2019,"via OROPA 69,  Torino",,Yes,1,,buono / abitabile,4,115m²,Unfurnished,no,Nothing,Communal,Small kitchen,Yes,75 € mensili,250,whole estate,APP250 (2564559),,4,,8.0,"Regio Parco, Vanchiglia, Vanchiglietta"
71233dd8ed344488a8b29df68155498f,23/01/2019,"Via Vittorio Asinari di Bernezzo 14, Torino",,Yes,1,,buono / abitabile,,80m²,Unfurnished,no,Nothing,Communal,Livable,,100 € mensili,109,whole estate,ASINARI,,3,,5.0,"Pozzo Strada, Parella"
2dff917ee7a7482a853645b0b638551d,25/05/2018,"Via Lodi 18, Torino",,Yes,1,,to be refurbished,raised floor,40m²,Unfurnished,no,Nothing,Communal,Livable,Yes,,39,whole estate,EN_08.1,,2,,9.0,"Aurora, Barriera di Milano, Rebaudengo"
46d620f281da49bdbf7ac6377a04ec98,28/03/2019,"via Benevento 32,  Torino",,,1,,excellent/refurbished,Ground floor,60m²,Unfurnished,no,Nothing,Autonomous,A vista,,,124,whole estate,Via Benevento (2467446),,2,,3.0,
53ac1203ee8f445a8a8b013660e836e1,18/07/2019,"Via BALZICO, 5,  Torino",,Yes,1,,buono / abitabile,2,110m²,Unfurnished,1 car,Shared,Communal,Livable,Yes,90 € mensili,185,whole estate,balzico 5VRG,,4,Yes,10.0,"Santa Rita, Mirafiori Nord"
43cf2d11c0a04d8691f957314354f088,13/07/2019,"Piazza Pietro Francesco Guala 132, Torino",,Yes,1,,excellent/refurbished,3,105m²,Partly Furnished,,,Communal,Livable,Yes,105 € mensili,220,whole estate,,,4,,8.0,Mirafiori Sud
89a5bdd6d733422b927b5edf484d9bf1,8/1/2019,"Via Monte Rosa 121, Torino",,Yes,1,,excellent/refurbished,1,75m²,Unfurnished,no,Nothing,Communal,Livable,Yes,50 € mensili,99,whole estate,monte rosa 99000,,3,,5.0,"Aurora, Barriera di Milano, Rebaudengo"
9089b2b9f2a34b05ab6a7ee013e0d226,27/03/2019,"Via Aosta 46, Torino",,Yes,1,,buono / abitabile,5,62m²,Unfurnished,,Shared,Communal,Livable,Yes,60 € mensili,48,whole estate,AOSTA62000,,2,,7.0,"Aurora, Barriera di Milano, Rebaudengo"
971a2168e253495881565bf1540242a6,21/02/2019,"Via Alessandro Cruto 19, Torino",,Yes,1,,buono / abitabile,4,55m²,Unfurnished,no,Nothing,Communal,Kitchenette,Yes,,35,whole estate,,,2,,5.0,"Regio Parco, Vanchiglia, Vanchiglietta"
2f372ee58d97437c8f6b9ca70cdeca0a,30/07/2019,"Corso Orbassano 216, Torino",,Yes,1,,excellent/refurbished,4,85m²,Unfurnished,no,Nothing,Communal,Livable,Yes,70 € mensili,159,whole estate,216  ORBASSANO 216,,3,,8.0,"Santa Rita, Mirafiori Nord"
16e7617afd154f3f99658ea20dd9b4dc,24/07/2019,"via Ciriè 42,  Torino",,,1,,buono / abitabile,,53m²,Unfurnished,no,Nothing,Communal,Livable,,73 € mensili,72,,-2551185,,2,,,
b8cda871874849dbb8620159eb83cf64,10/8/2019,"via giordano bruno, 59,  Torino",,,1,,excellent/refurbished,3,75m²,Unfurnished,2+ cars,,Autonomous,Livable,Yes,85 € mensili,210,whole estate,23111106-49,,3,,6.0,"Lingotto, Nizza Millefonti"
2a3fb75f766e4c0488ddbc30539dbcec,29/07/2019,"via ricaldone,  Torino",,Yes,1,,buono / abitabile,3,45m²,,,,Autonomous,,,42 € mensili,60,whole estate,40161232,,2,,5.0,"Santa Rita, Mirafiori Nord"
e8f08d2c6891481988b6a27158a4aab1,10/8/2019,"Via Chiesa Della Salute, 149,  Torino",,Yes,1,,to be refurbished,3,97m²,,no,Shared,Communal,Livable,Yes,90 € mensili,97,whole estate,5717,,4,,10.0,"Borgo Vittoria, Parco Dora"
9b1815b8eea84801b1158e61707311e2,10/8/2019,"Corso Principe Oddone, 50,  Torino",,Yes,1,,buono / abitabile,1,58m²,,no,,Communal,,Yes,25 € mensili,80,whole estate,209,,2,,3.0,"Aurora, Barriera di Milano, Rebaudengo"
79119fe2ff414e9385e7449b257c98ea,16/07/2019,"Via Renato Martorelli,  Torino",,Yes,1,,excellent/refurbished,4,55m²,,,,Autonomous,Livable,,,34,whole estate,40196693,,3,,5.0,
13c717d67ced41aaa93e7e39aff19fc4,10/7/2019,"Via Morghen,  Torino",,,1,,excellent/refurbished,raised floor,50m²,Furnished,,,Communal,A vista,Yes,35 € mensili,75,whole estate,4,,2,,5.0,"Campidoglio, San Donato, Cit Turin"
d11e13f148224a38b75d8b5d44319fb9,22/07/2019,"Via Alessandro Manzoni 25, Torino",,Yes,2,,buono / abitabile,raised floor,122m²,,no,,Communal,Livable,Yes,150 € mensili,350,whole estate,,,5,Yes,,Centro
d334f5896a804f6cb1ec3457c8b6e586,29/04/2019,"Via Michele Coppino  116 / 10,  Torino",,Yes,1,,excellent/refurbished,7,85m²,,,,Communal,Small kitchen,Yes,,128,whole estate,3 LOCALI - VIA MICHELE COPPINO 116 (2403259),,3,,9.0,
49f0d798f0c845d2b0a9fc3a42a77145,19/04/2019,"Via Errico Petrella 3, Torino",,Yes,1,,buono / abitabile,2,75m²,,,Nothing,,Small kitchen,Yes,,118,whole estate,Via Petrella 3,Yes,3,,5.0,"Aurora, Barriera di Milano, Rebaudengo"
e1743c86169d42e3b4e96c666a3bf680,20/07/2019,"Strada Antica di Collegno 190/19, Torino",,Yes,1,,buono / abitabile,2,95m²,Unfurnished,1 car,Nothing,Communal,Small kitchen,,,148,whole estate,,,4,,2.0,"Pozzo Strada, Parella"
12f89e9c32ea4517a87ff935d2e287c5,13/07/2019,"Via Sant'Ottavio 25, Torino",,Yes,1,,to be refurbished,raised floor,55m²,Unfurnished,no,Nothing,Communal,Livable,Yes,50 € mensili,110,whole estate,TO 52,,2,,6.0,Centro
11a18ad5abb34a0c83d8155dcee3a2f5,22/07/2019,"Via Lauro Rossi 25, Torino",,,1,,,,46m²,,,,,Livable,,,13.2,whole estate,,,2,,,"Aurora, Barriera di Milano, Rebaudengo"
4c3b8265b03b4a2ca4550e9cf44e195a,4/8/2019,"CORSO PESCHIERA,  Torino",,Yes,1,,nuovo / in costruzione,9,90m²,,,,Communal,,Yes,,220,whole estate,190512_id_5621,,3,,10.0,"Pozzo Strada, Parella"
b3696304c21f4ef2bf9938879d9e36dc,31/07/2019,Torino,,Yes,1,,buono / abitabile,2,45m²,Partly Furnished,no,Nothing,Communal,Livable,Yes,50 € mensili,87,whole estate,,,2,,6.0,"Borgo San Paolo, Cenisia"
232a4568e3134e75a08654768e6b2970,17/06/2019,"Via Damiano Chiesa 29, Torino",,,1,,buono / abitabile,3,55m²,,1 car,Nothing,Communal,,,50 € mensili,45,,,,2,,,"Barriera di Lanzo, Falchera, Barca, Bertolla"
4d60e4136e71464383caf6ca58d8ce71,2/7/2019,Torino,,Yes,2,,excellent/refurbished,,660m²,,1 car,Owner,Autonomous,Livable,Yes,,332,whole estate,2579,,>5,,1.0,"Le Vallette, Lucento, Madonna di Campagna"
30ca146f74c841c88f9fd46a6c1727c3,1/8/2019,"Corso Palermo 99, Torino",,Yes,1,,excellent/refurbished,1,76m²,Unfurnished,no,Nothing,Autonomous,Livable,,42 € mensili,48,whole estate,,,3,,3.0,"Aurora, Barriera di Milano, Rebaudengo"
4ad21c47156d4f01bb368894f04db2d2,9/8/2019,"VIA ISONZO,  Torino",,Yes,1,,nuovo / in costruzione,2,65m²,,,,Autonomous,,,,149,whole estate,190809_id_6247,,3,,4.0,"Borgo San Paolo, Cenisia"
f885e92f1fc2411cad380e99c9a9e168,2/7/2019,"Via Silvestro Lega 14, Torino",,Yes,3,,excellent/refurbished,last floor,190m²,Unfurnished,1 car,Shared,Autonomous,Livable,Yes,250 € mensili,269,whole estate,ATTICO VIA LEGA,,>5,Yes,5.0,"Aurora, Barriera di Milano, Rebaudengo"
1e18bc2a98044d09aedaa73ffbbe6720,24/07/2019,Torino,,Yes,1,,buono / abitabile,1,90m²,,,Shared,Autonomous,A vista,,,79,whole estate,739,,3,,2.0,"Borgo Vittoria, Parco Dora"
e2d5341463d2491d9f3e3edbc551cb73,11/12/2018,"Via Fontanella, 5,  Torino",,Yes,1,,buono / abitabile,last floor,40m²,Unfurnished,no,Nothing,Autonomous,Livable,,,35,whole estate,21854647,Yes,2,,1.0,"Borgo Vittoria, Parco Dora"
f8a28565f82f4639998235a38bbbdccb,10/6/2019,"Corso Belgio 120, Torino",,Yes,2,,excellent/refurbished,4,125m²,Unfurnished,no,Shared,Communal,Livable,Yes,190 € mensili,245,whole estate,,,5,,5.0,"Regio Parco, Vanchiglia, Vanchiglietta"
7239c2845e42476e9fe961d2d1080783,22/05/2019,"Via Parma 12, Torino",,Yes,1,,buono / abitabile,4,50m²,Unfurnished,no,Nothing,Autonomous,Livable,,40 € mensili,65,whole estate,Parma 65,,2,,4.0,"Aurora, Barriera di Milano, Rebaudengo"
2dd77addc1b9423f8a53f7dc211cf227,5/8/2019,"Corso Duca degli Abruzzi,  Torino",,Yes,3,,buono / abitabile,1,210m²,Unfurnished,1 car,Nothing,Communal,Livable,Yes,250 € mensili,490,whole estate,,,>5,Yes,8.0,"Crocetta, San Secondo"
212afb9e24ae4ba2a2b0f16e22cefa24,8/8/2019,"Via Michele Amari 5, Torino",,Yes,1,,buono / abitabile,3,64m²,Unfurnished,no,Nothing,Communal,Small kitchen,Yes,60 € mensili,73,whole estate,20551237-96,,2,,5.0,Mirafiori Sud
2034f8bbbae745ff9ee73640302ff5a0,24/07/2019,"via Lagrange 24,  Torino",Yes,Yes,1,,nuovo / in costruzione,7,103m²,Unfurnished,,Nothing,Communal,Livable,Yes,1 € mensili,650,whole estate,LAGRANGE7R1 (2561141),Yes,3,,7.0,
ad5aaefd3c994be2a36c74f70f46d945,5/7/2019,"Via alla Parrocchia,  Torino",,Yes,>3,,excellent/refurbished,Ground floor,520m²,Partly Furnished,2+ cars,Owner,Autonomous,Livable,,,Prezzosurichiesta,whole estate,CAVORETTO CENTRALE PRESTIGIOSO CASALE,,>5,Yes,1.0,"Cavoretto, Gran Madre"
259df3a3d952475c90a5061482f422fa,27/02/2019,"Via Po,  Torino",,Yes,2,,buono / abitabile,2,135m²,Unfurnished,no,Nothing,Communal,Livable,,,445,whole estate,00x-4007,,4,,3.0,Centro
357e078908c4487c94e45e927541c0c9,15/04/2019,"Via Exilles 20, Torino",,Yes,1,,buono / abitabile,raised floor,70m²,Unfurnished,no,Shared,Communal,Livable,,60 € mensili,85,whole estate,exilles20,,3,,4.0,"Pozzo Strada, Parella"
55da51932f614dcc8e0c3f1ff380236d,10/8/2019,"Corso Casale, 430,  Torino",,Yes,2,,buono / abitabile,,180m²,,2+ cars,Shared,Communal,Livable,Yes,184 € mensili,415,whole estate,4381,,>5,,,"Madonna del Pilone, Sassi"
967ea1aa79bd41b18b38c6d5db5b5d7b,18/02/2019,"Via Pianezza,  Torino",,Yes,1,,,5,65m²,Furnished,no,Nothing,,Kitchenette,Yes,,90,whole estate,Bi 74,,2,,9.0,"Le Vallette, Lucento, Madonna di Campagna"
f9f3a7f16328495a8e10c7575c02c80e,26/07/2019,"Corso Sebastopoli 174, Torino",,Yes,1,,excellent/refurbished,3,55m²,Unfurnished,no,Nothing,Communal,A vista,Yes,41 € mensili,115,whole estate,SB118,,2,,7.0,"Santa Rita, Mirafiori Nord"
5cf616a2c8ee4e479e8a62521f727c7a,20/05/2019,"Via Assisi 11, Torino",,Yes,2,,excellent/refurbished,last floor,115m²,Partly Furnished,1 car,Nothing,Autonomous,Livable,,17 € mensili,109,whole estate,,,3,,2.0,"Le Vallette, Lucento, Madonna di Campagna"
6eeca8770bf745f9b71f6b5467ff0a05,10/4/2019,"Piazza Giuseppe Luigi Lagrange 2, Torino",,,1,,excellent/refurbished,1,91m²,Partly Furnished,no,Nothing,Autonomous,Livable,Yes,90 € mensili,360,whole estate,ANT 01836,,3,,4.0,
fd29a888de3c40e1ae1d84abd9edb92b,27/07/2019,"Via Genova 233, Torino",,Yes,2,,excellent/refurbished,8,93m²,Unfurnished,no,Shared,Communal,Livable,Yes,80 € mensili,190,whole estate,A4233,,4,,9.0,"Lingotto, Nizza Millefonti"
e561701f27644947beefe65c10eb9a0e,23/07/2019,"Via Gaetano Casati 9, Torino",,Yes,1,,buono / abitabile,4,75m²,Furnished,no,Nothing,Communal,Livable,Yes,80 € mensili,89,whole estate,3BLGA,,3,,5.0,"Pozzo Strada, Parella"
6ec5dccbf97c41cb8e16eeecc32fff07,3/7/2019,"Via Bologna 58, Torino",,Yes,1,,buono / abitabile,2,80m²,Partly Furnished,no,Nothing,Autonomous,Livable,,40 € mensili,85,whole estate,Bologna 95,,3,,4.0,"Aurora, Barriera di Milano, Rebaudengo"
8278e78e5a7548a7a5236bbf8dc9d87f,13/03/2019,"via SPARONE 18,  Torino",,Yes,2,,excellent/refurbished,3,110m²,,,Shared,Autonomous,Livable,Yes,80 € mensili,210,whole estate,VIA SPERONE 18 (2404392),,4,Yes,7.0,
daa5515b67cc452e80daf338726bac8d,27/06/2019,"Corso Filippo Turati 23, Torino",,Yes,2,,buono / abitabile,4,210m²,Unfurnished,2+ cars,Nothing,Communal,Livable,Yes,240 € mensili,480,whole estate,Turati 23,,>5,,10.0,"Crocetta, San Secondo"
99bda7d49936463790fa694b323411f1,10/8/2019,"Via Fidia, 1216,  Torino",,,3,,,,170m²,,,,Autonomous,Livable,,,282.5,,26086,,4,,,"Pozzo Strada, Parella"
54bf3a4aeeec4875b857106bb4818b98,7/5/2019,"Via della Rocca 20, Torino",,Yes,>3,,excellent/refurbished,1,700m²,Unfurnished,2+ cars,,Autonomous,Livable,Yes,250 € mensili,Prezzosurichiesta,whole estate,,,>5,,5.0,
d89fbe097e414f10bfe208de1db983f5,5/6/2019,"Via Domodossola 68, Torino",,Yes,1,,excellent/refurbished,raised floor,47m²,Furnished,no,Nothing,Communal,Kitchenette,Yes,50 € mensili,49,whole estate,Via Domodossola Massimiliano,,2,,4.0,"Pozzo Strada, Parella"
ec0671b1b8774525869b5755185abdd6,25/07/2019,"Via Beinasco 18, Torino",,Yes,1,,buono / abitabile,3,75m²,Unfurnished,no,Nothing,Communal,Livable,,50 € mensili,57,whole estate,,,3,,4.0,"Aurora, Barriera di Milano, Rebaudengo"
637b3de425084774b2e2bfac9eaf3b08,3/5/2019,Torino,,Yes,1,,buono / abitabile,,85m²,,,Shared,None,Kitchenette,,100 € mensili,168,,516,,>5,,,
bca7429a38e6480e970875c88d0c867f,17/07/2019,"corso Moncalieri,  Torino",,Yes,1,,buono / abitabile,last floor,130m²,Unfurnished,no,Nothing,Autonomous,Livable,,80 € mensili,165,,-2558416,,4,,2.0,"Cavoretto, Gran Madre"
23bf110675ff43a782654625c1645200,7/6/2019,"Via Onorato Vigliani 89, Torino",,Yes,1,,excellent/refurbished,1,100m²,,no,Shared,Communal,Livable,Yes,100 € mensili,139,whole estate,,,4,,5.0,Mirafiori Sud
128e28159b7440bb936745b6588fe1c4,11/7/2019,"Via Nizza 369, Torino",,Yes,1,,buono / abitabile,1,55m²,Unfurnished,no,Nothing,Communal,Small kitchen,Yes,,59,whole estate,20551173-332,,2,,9.0,"Lingotto, Nizza Millefonti"
e04e45d9effd424caea93bd86d8396db,30/04/2019,"Via Giuseppe Ciotta 33, Torino",,Yes,1,,to be refurbished,Ground floor,57m²,Unfurnished,no,Owner,Autonomous,Kitchenette,,,78,whole estate,ciotta 33,,2,,1.0,"Santa Rita, Mirafiori Nord"
